custid,debtinc,creddebt,othdebt,preloan
3356,10.81,1.14,2.7,1
3357,6.82,0.55,1.31,2
3358,12.57,9.09,11,1
3359,6.33,1.73,1.86,2
3360,15.92,7.12,4.3,1
3361,4.39,1.54,2.17,2
3362,7.19,2.03,2.27,1
3363,6.87,2.4,4.74,1
3364,4.57,0.99,0.5,1
3365,14.75,7.15,4.57,1
3366,20.2,5.91,5.62,1
3367,10.2,2.67,4.42,1
3368,7.08,2.26,0.75,1
3369,22.67,5.2,6.04,2
3370,10.83,3.79,7.96,2
3371,12.73,2.49,3.19,1
3372,5.68,1.49,1.08,2
3373,15.6,1.47,12.15,1
3374,12.87,1.53,2.17,1
3375,31.8,5.59,1.61,1
3376,11.66,2.1,3.03,2
3377,9.57,3.07,1.33,2
3378,10.15,2.08,5.83,2
3379,9.54,1.91,3.99,2
3380,14.41,1.74,3.9,1
3381,6.01,3.78,1.78,2
3382,5.73,2.84,1.72,2
3383,13,4.1,3.3,1
3384,40.87,7.94,11.69,1
3385,34.24,4.21,4.19,1
3386,8.62,3.42,2.19,1
3387,10.45,0.86,3.48,1
3388,15.75,2.92,8.11,2
3389,9.58,3.63,2.67,2
3390,9.61,3.35,1.46,1
3391,14.7,7.61,2.58,1
3392,9.87,0.56,1.99,1
3393,18.59,2.73,5.3,2
3394,15.12,3.07,4.1,2
3395,17.03,4.44,2.43,1
3396,6.27,3.06,3.79,2
3397,11.91,2.41,3.02,2
3398,17.16,4.23,3.26,2
3399,14.17,1.07,3.2,2
3400,25.13,8.12,4.67,2
3401,6.54,3.1,2.91,2
3402,18.76,8.12,5.19,2
3403,11.56,5.12,2.58,2
3404,7.24,2.59,2.88,1
3405,29.02,3.1,5.58,2
3406,13.08,4.57,8.21,1
3407,25.73,3.95,3.31,1
3408,5.04,0.77,2.48,2
3409,7.01,1.39,3.35,2
3410,5.15,1.23,2.63,2
3411,21.98,3.54,5.23,2
3412,17.82,4.34,4.02,1
3413,16.61,3.46,7.7,2
3414,3.89,2.02,3.54,1
3415,12.96,1.89,3.46,2
3416,8.06,1.27,2.25,1
3417,6.7,0.81,2.7,2
3418,8.63,1.17,1.08,1
3419,12.03,3.71,1.89,1
3420,16.96,6.5,5.5,1
3421,8.06,1.23,2.52,1
3422,8.1,3.44,2.04,2
3423,9.03,6.65,7.49,2
3424,7.36,1.97,2.87,2
3425,5.78,1.85,2.59,1
3426,4.56,4.1,4.34,1
3427,12.04,4.52,2.85,2
3428,10.02,3.17,1.51,2
3429,20.48,2.74,4.67,1
3430,24.7,4.64,3.91,1
3431,8.82,2.8,4.77,1
3432,18.64,6.32,8.67,2
3433,28.08,14.67,19.15,1
3434,13.39,3.3,2.48,1
3435,5.28,2.23,4.26,1
3436,14.48,7.98,7.22,2
3437,17.73,3.54,2.76,2
3438,34.61,5.99,10.33,2
3439,9.97,3.02,2.96,1
3440,13.55,2.63,2.55,1
3441,6.19,1.85,0.65,2
3442,6.49,3.84,2.08,1
3443,13.42,2.45,1.54,1
3444,4.66,1.41,2.14,1
3445,13.11,7.27,4.31,1
3446,4.28,2.49,0.87,1
3447,10.25,0.55,3.2,1
3448,5.84,1.49,2.12,1
3449,3.86,1.41,1.49,1
3450,20.38,4.51,3.58,2
3451,6.73,1.68,2.17,1
3452,15.96,2.51,3,2
3453,11.32,0.28,4.36,2
3454,13.85,1.46,3.32,2
3455,35.35,2.7,11.17,1
3456,6.41,0.89,2.27,1
3457,8.64,3.37,2.42,1
3458,15.22,3.4,5.34,1
3459,12.91,1.09,4.2,2
3460,19.98,3.97,5.79,2
3461,9.19,2.2,2.45,2
3462,1.1,0.91,1.92,1
3463,7.49,3.22,1.31,2
3464,12.91,2.28,2.71,1
3465,13.88,6.7,3.3,2
3466,5.98,3.04,2.88,2
3467,13.26,5.18,13.72,1
3468,3.95,1.43,1.01,2
3469,8.51,2.62,1.64,1
3470,14.66,1.03,5.48,2
3471,6.48,2.36,1.05,1
3472,13.29,1.73,1.81,2
3473,2.86,1.78,1.92,2
3474,14.21,3.9,3.5,1
3475,6.58,2.84,0.51,1
3476,7.46,4.44,5.82,1
3477,14.58,2.65,5.01,1
3478,4.11,2.02,2.34,2
3479,10.66,2.06,5.25,1
3480,4.11,1.85,2.79,1
3481,25.73,4.07,9.05,1
3482,11.9,1.24,1.8,2
3483,12.87,0.84,4.46,2
3484,9.44,1.6,1.28,2
3485,11.37,2.03,5.7,2
3486,20.45,1.97,4.86,2
3487,9.91,2.6,0.74,2
3488,12.54,4.93,2.63,1
3489,12.04,2.48,6.72,2
3490,11.69,1.11,3.55,1
3491,8.53,0.56,2.12,1
3492,9.53,10.99,10.49,1
3493,29.2,4.83,5.2,1
3494,8.07,0.85,0.81,2
3495,15.79,3.25,6.88,2
3496,7.25,0.34,1,1
3497,15.6,0.81,3.74,2
3498,12,1.35,3.89,2
3499,9.34,4.53,5.51,1
3500,18.36,3.78,4.66,2
3501,10.08,13.06,5.56,2
3502,18.52,2.92,5.62,1
3503,6.58,2.86,3.79,1
3504,7.07,4.98,1.66,1
3505,17.95,4.19,4.65,2
3506,11.93,1.03,3.04,1
3507,33.76,4.58,17.74,1
3508,5.89,1.42,1.3,2
3509,25.05,2.76,5.18,2
3510,21.87,4.82,3.44,1
3511,2.2,2.02,1.25,2
3512,8.22,1.76,2.44,2
3513,13.37,4.01,4.29,1
3514,19.17,3.2,3.54,2
3515,9.38,5.66,5.87,2
3516,11.51,2.62,4.48,2
3517,17.13,3.5,4.52,2
3518,10.07,3.63,5.97,1
3519,8.09,2.82,3.1,2
3520,4.63,1.84,1.39,2
3521,7.31,2.39,1.61,2
3522,8.54,2.61,3.49,1
3523,10.61,2.78,3.03,2
3524,13.62,2.97,2.41,2
3525,19.09,0.48,3.71,1
3526,19.6,4.02,5.41,2
3527,8.76,3.12,5.83,2
3528,18.33,3.77,10.31,1
3529,18.57,4.39,8.02,1
3530,15.82,0.82,6.95,1
3531,2.54,2.93,0.99,1
3532,14.79,3.5,3.1,2
3533,7.07,0.93,1.95,2
3534,18.02,3.01,3.71,1
3535,4.82,2.87,1.8,2
3536,30.4,6.4,6.29,1
3537,20.04,3.25,3.11,2
3538,16.99,4.57,5.88,1
3539,18.48,2.87,4.3,2
3540,8.32,1.98,2.07,2
3541,11.06,1.81,2.71,2
3542,11.54,3.56,4.07,1
3543,9.4,3.13,2.29,1
3544,15.42,2.92,5.98,2
3545,11.02,2.02,0.75,2
3546,9.19,0.76,1.31,1
3547,5.1,0.59,2.85,1
3548,15.01,1.42,2.59,1
3549,14.9,2.97,3.44,1
3550,10.15,2.41,4.54,1
3551,14.4,1.82,3.7,2
3552,17.57,2.45,2.25,1
3553,15.32,5.66,3.73,2
3554,8.4,2.36,1.02,1
3555,9.77,1.72,3.59,1
3556,16.98,2.03,2.28,1
3557,7.2,0.56,1.62,2
3558,6.01,3.03,2.32,1
3559,3.73,3.76,1.29,2
3560,14.07,4.74,8,1
3561,2.47,2.41,1.88,2
3562,9.42,3.37,2.44,2
3563,15.54,1.63,3.77,2
3564,7.19,4.77,3.63,2
3565,9.52,2.97,1.45,1
3566,27.77,8.81,11.08,1
3567,8.48,1.81,2.47,2
3568,12.32,4.68,2.7,2
3569,12.34,3.32,1.81,1
3570,21.21,3.04,4.17,1
3571,26.87,1.47,3.46,2
3572,26.1,3.37,5.73,2
3573,14.43,6.12,10.02,1
3574,15.17,3.51,2.09,2
3575,4.87,2.01,1.07,2
3576,25.22,4.6,9.03,1
3577,2.92,0.94,2.06,1
3578,9.74,2.92,2.14,1
3579,5.01,2.7,0.77,2
3580,7.41,2.45,2.29,2
3581,15.27,4.72,1.58,2
3582,20.87,5.63,6.58,2
3583,22.01,5.14,5.5,1
3584,12,3.88,2.78,2
3585,10.03,2.87,2.02,1
3586,20.06,2.2,7.04,2
3587,15.87,6.25,2.89,1
3588,26.23,3.06,7.66,1
3589,3.09,3.09,1.5,2
3590,31.58,2.07,3.71,1
3591,6.37,2.54,2.44,2
3592,14.52,3.16,1.92,2
3593,14.49,2.17,4.57,2
3594,6.81,3.13,2.32,2
3595,30.01,4.35,3.61,2
3596,7.4,1.67,3.55,1
3597,5.03,2.49,2.48,1
3598,10.27,2,3.98,1
3599,9.77,3.09,1.54,2
3600,11.69,2.84,1.95,1
3601,3,3.09,3.78,1
3602,13.29,2.35,3.95,1
3603,7.75,2.02,1.24,1
3604,4.58,2.72,4.06,1
3605,24.67,11.4,7.85,2
3606,4.87,2.79,1.19,2
3607,12.62,2.06,4.63,1
3608,14.63,2.6,3.08,1
3609,9.82,2.3,3.42,2
3610,13.89,1.31,5.11,2
3611,6.79,1.14,2.33,2
3612,11.31,1.81,3.55,1
3613,10.31,2.03,2.87,2
3614,22.3,4.28,9.18,1
3615,9.57,2.3,5.58,2
3616,6.62,1.87,1.72,1
3617,7.02,3.02,3.71,2
3618,5.88,1.43,1.84,1
3619,13.06,3.74,2.86,1
3620,10.67,1.21,1.84,2
3621,14,1.56,2.56,1
3622,11.02,2.38,3.24,2
3623,39.29,2.68,8.46,2
3624,12.72,2.21,2.25,2
3625,5.03,2.94,2.15,1
3626,6.81,2.62,1.9,2
3627,15.6,1.53,8.73,2
3628,1.66,2.66,1.57,2
3629,12.36,1.17,3.18,1
3630,6.65,2.79,3.28,1
3631,4.32,2.32,1.3,2
3632,16.12,2.62,3.19,1
3633,18.98,1.13,7.34,2
3634,16.81,3.54,7.29,2
3635,6.96,2.59,0.82,1
3636,2.96,1.51,1.34,2
3637,15.02,1.91,3.25,1
3638,9.87,1.16,1.16,1
3639,11.08,2.92,1.24,1
3640,10.22,4.01,2.22,1
3641,19.99,2.76,1.93,1
3642,22.12,3.88,6.63,1
3643,6.87,4.01,6.38,2
3644,9.13,1.96,3.99,1
3645,6.85,2.78,4.94,1
3646,8.35,1.26,1.35,2
3647,13.11,0.59,4.39,1
3648,12.54,2.43,0.9,1
3649,13.07,0.93,2.15,1
3650,8.69,4.65,2.33,2
3651,21.4,3.55,9,2
3652,8.38,3.84,2.88,2
3653,17.56,2.66,2.81,2
3654,9.68,1.87,3.5,2
3655,14.6,4.39,4.68,2
3656,21.39,3.4,5.45,1
3657,14.7,4.61,2.72,2
3658,15.24,2.29,3.07,2
3659,15.34,3.5,4.12,1
3660,8.44,0.33,1.09,1
3661,13.28,2.25,1.91,2
3662,10.14,2.06,3.27,1
3663,11.44,0.98,1.96,2
3664,5.75,0.59,1.38,1
3665,14.07,1.05,3.01,2
3666,20.23,7.61,14.27,2
3667,19.48,1.97,3.98,1
3668,7.79,1.22,1.74,2
3669,2.69,1.68,2.08,1
3670,5.93,2.25,1.56,2
3671,12.53,1.84,1.82,2
3672,16.27,1.21,4.28,1
3673,7.74,1.88,2.05,1
3674,11.27,4.49,4.07,2
3675,12.46,1.21,1.48,1
3676,13.51,1.41,2.9,1
3677,18.06,1.36,3.51,1
3678,10.35,2.64,2.09,2
3679,13.12,3.43,3,1
3680,26.66,3.99,6.25,2
3681,7.03,2.06,2.08,1
3682,6.12,0.95,3.51,1
3683,6.08,3.89,2.61,2
3684,9.14,1.9,3.19,1
3685,25.53,2.35,5.7,2
3686,12.52,1.06,1.54,2
3687,19.53,5.62,3.96,1
3688,20.39,6.47,5.86,2
3689,13.74,0.84,2.43,1
3690,17.11,6.7,7.94,2
3691,13.9,3.63,2.86,1
3692,11.9,1.08,2.88,1
3693,15.19,0.89,3.75,1
3694,2.98,0.97,1.68,1
3695,11.92,2.86,2.73,1
3696,6.51,1.97,2.49,2
3697,6.64,1.74,1.08,1
3698,6.5,1.49,2.69,1
3699,8.67,1.78,3.95,2
3700,23.24,4.93,4.16,2
3701,7.79,0.62,1.06,1
3702,6.33,1.25,6.16,2
3703,12.97,1.24,4.01,1
3704,14.14,2.42,3.51,1
3705,6.9,3.43,2.89,1
3706,6.66,4.18,5.25,1
3707,7.73,1.93,2.57,1
3708,1.27,0.75,1.73,2
3709,10.93,2.68,5.89,2
3710,5.79,1.18,0.68,2
3711,14.39,3.94,13.26,1
3712,13.93,2.74,3.12,2
3713,5.38,0.37,1.78,2
3714,6.46,1.23,2.16,2
3715,12.63,5.12,5.19,1
3716,11.51,2.68,3.48,1
3717,15.11,3.82,2.46,2
3718,14.37,5.27,16.31,2
3719,6.28,2.55,2.57,1
3720,10.62,3.26,4.78,1
3721,7.37,2.54,2.1,2
3722,13.02,3.4,2.97,1
3723,16.97,3.43,10.79,2
3724,24.86,5.55,11.44,1
3725,24.81,5.55,8.44,1
3726,9.49,2.24,2.06,1
3727,22.57,5.78,5.51,2
3728,6.11,1.89,2.48,2
3729,10.37,1.26,1.09,2
3730,17.06,2.73,3.64,1
3731,16.95,1.85,8.69,1
3732,9.31,3.25,4.34,2
3733,3.95,2.47,0.77,2
3734,7.78,2.74,0.9,1
3735,5.6,2.16,1.75,1
3736,8.95,2.61,0.94,2
3737,13.38,2.77,2.93,1
3738,11.72,2.95,2.81,2
3739,3.65,2.69,2.57,1
3740,24.08,4.19,7.68,1
3741,19,2.01,4.99,2
3742,13.77,2.31,2.68,1
3743,4.61,2.31,2.47,1
3744,16.46,10.15,7.96,1
3745,16.26,2.4,4.6,1
3746,26.52,4.4,7.03,2
3747,2.93,3.11,0.56,2
3748,16.5,1.22,3.45,2
3749,21.76,1.98,8.11,2
3750,14.73,5.29,8.16,1
3751,15.81,5.8,13.85,1
3752,23.35,4,8.6,2
3753,3.38,2.96,2.44,2
3754,10.39,3.33,2.17,1
3755,11.92,3.13,2.7,2
3756,9.72,4.72,5.94,2
3757,5.48,3.51,2.66,2
3758,14.73,3.4,5.03,2
3759,8.99,2.64,1.14,2
3760,9.85,1.38,2.88,2
3761,29.42,2.26,6.98,1
3762,6.46,3.45,3.91,1
3763,13.57,2.27,2.46,1
3764,24.1,0.86,3.83,1
3765,5.17,2.5,2.69,1
3766,9.73,0.67,1.33,2
3767,9.65,2.42,3.14,2
3768,16,5.12,7.22,1
3769,18.28,1.09,2.6,2
3770,5.72,3.45,1.79,1
3771,11.92,6.16,5.07,1
3772,1.78,1.28,1.38,2
3773,11.06,2.11,3.08,2
3774,24.63,3.44,8.32,2
3775,11.47,3.07,3.61,1
3776,14.29,0.56,3.31,1
3777,15.39,2.17,1.85,1
3778,6.78,3.1,2.08,1
3779,6.18,1.35,0.53,2
3780,9.48,2.01,3.39,1
3781,8.84,0.82,1.38,1
3782,27.97,6.39,6.07,1
3783,17.17,0.37,5.74,1
3784,13.14,1.53,3.81,2
3785,17.62,2.05,4.29,2
3786,9.3,3.53,3.22,2
3787,8.79,2.63,1.95,2
3788,26.1,3.04,4.62,2
3789,6.45,1.9,2.57,1
3790,8.56,1.7,2.53,2
3791,4.48,1.56,2.35,2
3792,7.42,0.86,2.29,2
3793,3.71,3.16,4.88,2
3794,3.62,0.28,1.29,2
3795,13.22,3.83,1.82,1
3796,5.66,2.27,3.74,2
3797,10.91,2.92,2.1,1
3798,19.54,3.3,1.58,2
3799,5.83,3.19,2.8,1
3800,6.53,1.75,0.73,1
3801,28.55,21.75,12.71,2
3802,10.66,2.78,5.05,2
3803,9.73,2.57,3.22,2
3804,8.45,0.58,1.08,2
3805,7.31,2.72,3.05,2
3806,2.04,1.55,0.23,2
3807,18.71,1.35,7.2,1
3808,23.4,2.73,11.08,1
3809,11.84,2.03,2.28,1
3810,12,3.65,2.08,2
3811,28.36,12.55,8.52,2
3812,13.63,6.52,3.11,1
3813,17.65,0.97,2.16,2
3814,14.83,2.36,3.43,1
3815,13.47,1.26,2.67,2
3816,19.98,2.31,2.47,2
3817,22.71,5.18,6.57,1
3818,10.72,0.66,1.23,1
3819,9.46,3.15,2.55,2
3820,5.97,0.52,1.19,1
3821,5.72,0.46,2.22,2
3822,14.46,2.61,5.16,2
3823,2.97,3.15,2.2,1
3824,12.64,2.7,1.65,1
3825,19,4.09,5.67,2
3826,29.07,15.86,18.58,1
3827,21.73,3.78,13.74,1
3828,6.89,1.98,1.87,1
3829,8.69,2.68,2.46,1
3830,15.88,1.95,3.84,1
3831,2.31,2.14,2.01,1
3832,7.07,1.07,2.37,2
3833,5.28,2.38,2.5,1
3834,12.98,1.7,4.75,2
3835,15.91,6.12,9.02,2
3836,7.13,0.79,2.42,2
3837,17.73,3.23,5.32,1
3838,13.16,2.62,2.66,1
3839,23.83,6.44,3.76,1
3840,16.21,2.44,5.25,1
3841,16.53,3.01,3.48,2
3842,9.72,2.33,0.74,1
3843,9.76,1.1,2.23,2
3844,16.53,10.76,28.11,2
3845,17.86,5.13,6.3,1
3846,19.86,2.51,4.53,1
3847,7.38,2.38,1.61,1
3848,14.05,1.3,3.07,2
3849,3.38,1.44,1.76,1
3850,5.36,2.71,1.2,2
3851,1.99,0.9,2.2,2
3852,19.62,1.24,4.24,2
3853,3.48,1.1,2.18,2
3854,10.88,1.5,5.67,2
3855,18.25,7.96,4.63,1
3856,17.83,3.11,8.89,2
3857,23.25,3.3,5.07,1
3858,17.36,1.21,3.34,2
3859,24.23,5.43,10.05,2
3860,8.64,2.85,2.27,1
3861,6.02,1.05,1.57,2
3862,3.6,2.4,1.2,2
3863,19.92,3.45,3.9,2
3864,8.38,2.21,2.96,1
3865,14.09,3.16,1.46,1
3866,6.42,2.38,1.45,2
3867,10.91,3.56,2.77,1
3868,4.57,2.89,1.73,1
3869,15.09,7.83,3.1,1
3870,6.66,1.42,1.79,2
3871,11.6,3.07,3.08,2
3872,10.86,3.1,1.85,2
3873,4.66,0.93,2.21,1
3874,43.07,17.72,15.73,1
3875,3.96,1.64,1.26,2
3876,6.1,0.98,0.34,2
3877,7.52,1.05,3.2,2
3878,9.83,2.62,2.26,1
3879,8.01,2.95,2.38,2
3880,5.42,2.65,1.68,1
3881,8.07,4.23,2.72,1
3882,32.99,6.3,9.54,1
3883,18.69,5.1,4.06,2
3884,7.97,2.99,1.07,1
3885,12.14,2.57,6.4,1
3886,21.72,2.94,5.6,1
3887,5.49,2.31,2.39,1
3888,5.63,2.76,5.38,1
3889,7.41,0.5,1.07,1
3890,7.18,2.47,3.41,2
3891,4.51,1.38,2.81,2
3892,10.96,0.87,2.53,1
3893,4.11,1.45,2.75,1
3894,18.63,8.05,8.33,1
3895,21.58,2.94,8.28,1
3896,13.92,1.46,5.58,1
3897,20.31,2.22,4.69,2
3898,10.25,2.54,1.9,1
3899,10.59,4.08,2.25,1
3900,11.42,2.26,2.72,2
3901,11.77,1.95,2.16,1
3902,5.93,0.99,1.18,1
3903,12.67,2.53,3.53,2
3904,34.27,6.01,15.72,1
3905,20.08,2.46,5.01,1
3906,11.34,3.8,7.33,1
3907,7.38,4.28,1.58,1
3908,11.39,1.87,5.14,1
3909,5.74,2.76,1.6,1
3910,8.83,3.09,3.21,2
3911,3.73,2.96,3.28,1
3912,12.26,3.03,10.34,1
3913,10.3,3.78,3.04,2
3914,16.27,4.09,2.63,2
3915,25.19,3.39,3.96,1
3916,10.31,1.82,4.3,2
3917,5.7,3.03,1.7,2
3918,6.73,0.33,2.35,2
3919,28.22,6,9.29,2
3920,32.43,5.81,12.25,2
3921,19.17,1.84,2.94,1
3922,5.13,2.28,3.91,2
3923,8.95,1.47,2.69,1
3924,3.21,3.05,2.9,2
3925,19.3,1.75,6.02,1
3926,4.03,0.49,1.6,1
3927,5.04,2.92,2.27,1
3928,1.14,1.35,0.26,1
3929,6.03,0.4,1.53,2
3930,25.11,9.79,9.65,2
3931,28.2,9,10.72,1
3932,8.63,2.81,2.5,1
3933,11.24,0.86,3.58,2
3934,14.66,3.18,2.97,1
3935,23.35,5.46,6.62,1
3936,6.03,2.46,1.61,1
3937,3.68,1.28,0.3,2
3938,6.86,3.35,8.15,2
3939,8.17,1.32,2.14,1
3940,5.54,3.16,1.53,1
3941,18.1,5.4,9.3,2
3942,13.79,2.52,2.74,1
3943,21.77,4.49,12.83,1
3944,31.78,5.01,3.62,1
3945,10.31,17.21,13.41,1
3946,16.52,4.79,5.3,1
3947,6.04,2.37,1.85,1
3948,12.17,1.87,1.73,1
3949,14,5.06,4.38,1
3950,17.56,2.06,3.4,2
3951,5.86,3.63,5.86,2
3952,14.84,1.84,3.41,2
3953,17.41,4.96,3.45,2
3954,9.44,1.9,2.71,2
3955,19.88,5.14,3.72,2
3956,13.88,1.13,3.38,2
3957,7.94,3.55,9.87,1
3958,17.65,2.63,2.54,1
3959,14.39,3.23,2.72,1
3960,6.62,2.63,2.45,1
3961,7.45,0.71,2.05,2
3962,13.11,0.7,4.07,2
3963,4.7,1.23,1.55,2
3964,6.62,3.52,2.25,1
3965,26.78,4.57,5.82,2
3966,25.59,3.67,4.34,2
3967,19.39,17.15,23.76,1
3968,6.21,3.24,2.82,1
3969,21.69,4.39,10.45,1
3970,7.31,1.2,1.52,1
3971,23.95,3.17,3.34,2
3972,8.05,2.64,1.6,2
3973,12.78,2.5,3.54,2
3974,8.26,1.87,0.55,1
3975,4.04,2.99,2.56,2
3976,10.08,1.3,6.63,1
3977,17.22,1.26,3.43,2
3978,13.04,0.76,3.53,1
3979,13.42,3.44,19.56,2
3980,17.56,4.99,6.11,1
3981,6.1,2.58,2.15,2
3982,13.25,3.89,2.9,1
3983,12.01,3.3,3.37,1
3984,7.72,0.17,1.97,2
3985,13.13,5.47,8.12,1
3986,9.11,1.82,1.4,2
3987,8.07,2.31,1.23,1
3988,25.66,7.81,7.49,2
3989,17.45,3.98,1.92,1
3990,3.95,2.43,0.5,2
3991,8.3,1.22,2.26,2
3992,26.77,3.05,22.21,2
3993,37.91,4.11,8.83,1
3994,20.42,7.01,4.4,1
3995,18.01,3.95,2.78,1
3996,8.62,2.81,2.66,1
3997,7.51,3.77,5.02,1
3998,14.82,3.72,10.54,2
3999,21.78,1.02,4.53,2
4000,23.11,4.64,3.98,1
4001,11.77,3.41,1.82,1
4002,21.42,4.19,6.48,1
4003,9.55,3.54,12.92,1
4004,19.68,3.16,3.37,2
4005,20.82,3.17,4.21,2
4006,22.07,3.21,5.17,2
4007,7.3,0.7,4,2
4008,8.21,0.68,1.14,2
4009,17.34,3.24,1.93,1
4010,8.24,3.62,6.67,2
4011,24.04,3.82,3.79,2
4012,10.43,3.96,3.9,1
4013,8.65,2.45,0.99,2
4014,10.86,1.85,1.55,2
4015,13.49,1.77,3.57,2
4016,19.34,2.23,7.35,2
4017,18.41,6.55,6.71,2
4018,7.02,0.6,1.87,2
4019,4.77,2.24,2.26,1
4020,4.27,0.7,2.39,1
4021,19.02,1.79,5.35,2
4022,7.31,3.52,1.25,2
4023,4.46,3.23,0.77,1
4024,3.63,4.23,2.23,2
4025,6.78,1.65,1.39,2
4026,8.91,3.02,3.23,2
4027,8.6,0.6,5.3,2
4028,13.85,1.34,3.35,2
4029,9.97,6.27,16.08,1
4030,27.25,3.81,3.11,1
4031,14.1,1.73,3.05,1
4032,17.77,3.28,3.2,2
4033,19.49,3.22,4.39,2
4034,9.66,0.47,3.33,1
4035,13.04,1.72,3.24,1
4036,17.41,4.63,6.94,1
4037,3.85,1.02,1.95,2
4038,17.48,4.08,4.79,1
4039,13.58,3.84,6.64,1
4040,17.9,1.85,2.92,2
4041,8.63,2.05,3.83,1
4042,5.92,1.38,2.39,1
4043,23.42,3.67,11.93,2
4044,29.93,2.25,4.21,1
4045,5.88,2.54,2.81,1
4046,12.89,3.16,3.58,2
4047,16.85,2.79,6.66,2
4048,18.97,3.87,18.76,1
4049,26.21,1.49,4.58,1
4050,31.11,5.25,18.74,2
4051,7.61,1.22,0.82,1
4052,11.09,3.2,2.46,2
4053,21.56,7.31,5.96,1
4054,12.92,2.04,5.27,2
4055,8.66,2.04,2.57,1
4056,6.81,0.75,2.05,1
4057,5.13,0.89,2.37,1
4058,8.07,10.32,11.08,2
4059,3.92,1.28,1.37,1
4060,14.36,5.57,3.46,1
4061,6.53,1.55,1.2,2
4062,7.68,2.02,2.09,2
4063,7.21,2.39,5.63,1
4064,1.33,0.41,0.54,2
4065,16.36,7.93,6.47,1
4066,19.75,6.92,6.67,2
4067,6.53,1.26,3.94,2
4068,5.12,1.55,1.02,2
4069,20.49,3.62,5.77,1
4070,9.04,4.46,6.78,2
4071,16.97,3.22,3.61,2
4072,2.42,0.71,1.98,1
4073,17.93,2.19,13.71,2
4074,15.23,3.07,2.3,2
4075,30,6.58,1.02,2
4076,14.13,1.42,2.12,2
4077,7.91,3.06,2.3,1
4078,8.07,2.94,7.16,2
4079,9.84,0.75,4.39,1
4080,14.57,0.55,3.69,2
4081,8.21,2.8,2.1,2
4082,6.02,2.67,1.01,1
4083,11.42,2.62,2.86,2
4084,38.71,8.02,11.09,2
4085,36.43,3.35,3.64,1
4086,9.51,1.9,2.62,2
4087,10.31,3.17,2.36,1
4088,17.85,4.5,8.05,1
4089,9.06,3.04,2.16,1
4090,7.87,2.35,2.89,2
4091,13.99,5.11,2.61,2
4092,9.61,2.65,2.6,2
4093,18.11,3.05,6.18,2
4094,15.46,1.79,2.85,1
4095,14.9,4.18,2.43,2
4096,8.52,0.59,2.86,2
4097,11.05,1.34,3.79,2
4098,19.26,5.36,3.42,2
4099,14.01,2.59,2.19,1
4100,25.97,6.3,6.32,1
4101,6.88,3.28,2.32,2
4102,14.62,8.27,5.46,1
4103,7.1,5.71,3.03,2
4104,7.71,1.64,1.99,2
4105,27.59,5.26,5.9,1
4106,10.08,4.93,9.4,2
4107,28.86,4.63,2.97,1
4108,8.76,2.44,1.55,1
4109,7.15,1.42,2.77,1
4110,7.66,2.82,2.13,2
4111,20.55,4.04,4.5,1
4112,15.81,3.32,3.4,1
4113,18.76,3.28,8.17,2
4114,7.41,3.53,4.59,1
4115,13.76,2.09,3.63,1
4116,6.67,2.63,3.95,1
4117,8.74,1.15,2.56,1
4118,8.07,2.78,1.67,1
4119,11.62,1.9,2.87,1
4120,20.18,7.63,5.14,2
4121,7.37,2.42,2.89,1
4122,5.43,1.39,2.09,2
4123,8.67,6.41,7.46,1
4124,11.31,2.19,3.65,2
4125,7.86,1.74,2.32,2
4126,5.28,2.46,4.59,1
4127,13.56,4.54,2.27,2
4128,7.81,1.96,2.95,1
4129,20.78,4,4.99,2
4130,22.87,5.11,3.97,2
4131,12.6,3.4,3.33,1
4132,18.32,5.95,9.74,1
4133,26.45,16.91,17.6,2
4134,11.83,2.47,1.8,2
4135,6.56,2.24,3.19,2
4136,13.98,5.76,7.15,2
4137,17.45,4.29,3.69,1
4138,33.46,5.6,10.18,2
4139,8.76,1.48,2.89,1
4140,14.79,3.13,3.61,2
4141,5.99,2.74,0.99,2
4142,8.61,2.6,1.21,1
4143,13.24,3.98,1.45,1
4144,3.66,1.05,2.32,2
4145,13.82,5.8,4.66,2
4146,8.25,2.8,2.61,2
4147,9.79,2.09,2.96,1
4148,8.94,1.59,2.76,2
4149,5.85,1.77,0.96,1
4150,23.51,4.05,3.14,2
4151,10.07,1.53,2.39,2
4152,18,3.14,1.54,1
4153,9.81,2.6,3.55,2
4154,12.72,1.5,3.19,1
4155,36.26,2.08,10.65,1
4156,3.39,3.19,2.66,1
4157,11.53,1.41,1.36,2
4158,14.9,1.71,4.86,1
4159,13.19,0.74,4.27,1
4160,16.94,3.17,5.93,2
4161,11.92,0.92,2.88,2
4162,1.66,2.92,1.72,2
4163,6.22,2.09,2.96,1
4164,11.04,4.21,2.57,2
4165,11.95,8.02,3.5,1
4166,6.56,4.06,4.43,1
4167,16.81,5.55,13.66,1
4168,3.82,2.58,1.04,1
4169,6.84,0.84,2.62,1
4170,17.05,3.18,5.62,1
4171,11.17,1.02,1.55,1
4172,16.95,0.73,2.9,2
4173,4.87,2.9,1.91,2
4174,15.07,1.55,3.73,2
4175,6.52,2.52,1.16,2
4176,10.58,2.3,6.27,2
4177,16.19,1.89,5.64,2
4178,7,1.45,1.32,1
4179,10.89,1.45,5.14,1
4180,4.14,1.76,2.17,2
