custid,veh,house,selfemp,account,deposit,emp,address,branch,ref
2707,1,1,1,1,2,2,3,1,2
2708,1,2,2,2,2,3,15,2,2
2709,2,2,1,1,1,7,3,1,1
2710,1,1,2,1,1,8,4,2,2
2711,1,1,2,1,2,5,14,2,1
2712,1,1,2,1,2,10,23,1,2
2713,2,2,1,2,2,3,15,1,2
2714,1,2,2,1,2,18,1,2,1
2715,1,1,2,1,2,10,16,1,1
2716,2,2,2,2,1,20,16,2,2
2717,1,2,2,2,2,0,4,2,2
2718,1,1,1,2,2,6,8,1,2
2719,1,2,2,2,1,4,4,1,2
2720,2,1,2,1,1,8,17,2,1
2721,1,2,2,1,2,1,1,2,1
2722,2,1,1,2,2,3,20,1,2
2723,2,1,2,2,1,30,15,1,2
2724,1,2,1,2,1,18,7,1,2
2725,2,2,1,2,2,6,4,2,2
2726,1,1,1,2,1,15,8,2,2
2727,2,2,1,1,2,11,12,2,2
2728,2,2,2,2,1,3,14,2,1
2729,2,1,1,2,2,2,6,2,1
2730,1,1,2,1,2,7,7,1,1
2731,1,2,1,1,1,7,12,1,1
2732,1,2,2,1,2,19,28,1,2
2733,1,1,2,1,1,31,9,1,1
2734,1,1,1,1,2,2,1,1,2
2735,2,2,2,2,1,12,8,2,1
2736,2,2,1,1,1,25,15,1,1
2737,2,2,2,1,1,1,8,1,1
2738,1,2,1,1,2,7,12,1,1
2739,1,2,2,2,2,7,1,1,2
2740,1,2,2,2,2,8,18,2,2
2741,1,1,2,1,2,2,16,2,1
2742,2,1,1,2,1,17,32,1,2
2743,2,1,2,1,1,6,5,1,2
2744,1,2,1,2,1,6,6,1,2
2745,1,1,2,1,2,29,26,1,1
2746,2,1,2,1,2,0,2,2,1
2747,2,1,1,1,2,11,6,1,1
2748,2,2,1,1,1,7,6,1,1
2749,1,1,1,1,2,11,18,2,2
2750,1,1,2,2,1,6,7,1,1
2751,1,2,1,1,2,7,7,1,1
2752,2,1,1,2,1,5,9,1,2
2753,2,1,1,2,2,12,10,2,2
2754,2,1,2,2,1,2,1,1,1
2755,1,2,2,2,2,12,3,2,1
2756,1,1,1,2,2,16,5,1,2
2757,1,2,2,2,1,13,10,1,1
2758,1,2,2,1,2,16,11,1,1
2759,2,1,2,2,1,5,4,2,2
2760,2,2,2,2,2,13,9,2,2
2761,2,2,2,1,1,2,3,1,1
2762,1,2,2,1,1,0,14,1,2
2763,2,1,1,2,2,7,8,1,1
2764,1,2,1,2,1,12,13,1,1
2765,1,1,2,2,1,15,2,1,1
2766,2,1,1,2,1,24,10,2,2
2767,1,1,1,2,1,21,14,1,2
2768,2,1,1,1,1,0,12,1,1
2769,2,1,2,1,2,7,15,2,2
2770,2,2,2,1,2,11,4,2,1
2771,2,2,2,1,1,3,4,1,2
2772,1,2,2,2,1,0,8,2,1
2773,1,2,1,1,1,7,2,1,2
2774,1,1,1,1,1,1,6,2,1
2775,2,2,2,1,1,5,5,1,2
2776,1,1,2,1,2,30,9,1,2
2777,2,2,2,1,2,9,1,2,2
2778,2,2,1,1,2,6,9,1,1
2779,1,1,1,2,2,9,8,2,2
2780,1,1,1,1,1,17,4,1,2
2781,2,1,1,2,1,8,2,1,1
2782,2,1,2,1,2,5,0,1,2
2783,1,2,1,2,2,2,17,1,2
2784,2,2,2,2,2,2,2,2,1
2785,1,1,1,2,2,18,11,1,1
2786,2,2,2,1,2,8,6,1,1
2787,1,2,2,1,1,2,4,1,2
2788,2,2,2,1,1,10,2,1,2
2789,2,1,2,1,2,12,13,1,1
2790,1,2,1,1,2,4,3,1,2
2791,1,2,2,2,2,0,6,2,1
2792,1,2,2,2,1,32,9,1,2
2793,1,1,2,2,2,0,26,1,2
2794,2,1,1,2,2,1,2,2,1
2795,1,2,1,1,2,6,1,1,1
2796,2,1,1,2,2,6,15,1,2
2797,1,1,1,1,2,7,5,2,2
2798,1,2,2,1,1,15,4,1,1
2799,2,1,2,1,2,19,23,2,2
2800,1,2,1,2,1,12,15,1,1
2801,2,1,1,1,2,17,13,2,2
2802,2,1,1,1,2,11,6,2,1
2803,2,1,1,2,1,15,14,1,1
2804,1,1,1,2,2,16,15,1,1
2805,2,1,2,2,2,2,1,2,1
2806,2,2,1,1,1,5,6,1,1
2807,2,2,1,2,1,21,10,1,2
2808,2,2,1,1,1,13,12,2,1
2809,2,2,1,1,2,4,5,1,2
2810,1,1,2,2,2,1,13,2,2
2811,1,2,2,1,2,1,1,2,1
2812,1,1,1,1,1,5,0,2,1
2813,2,1,2,2,2,24,14,1,1
2814,1,2,2,1,2,7,10,2,2
2815,1,1,1,2,1,23,15,1,1
2816,2,1,2,2,2,9,7,2,1
2817,1,1,2,2,2,14,7,1,1
2818,1,1,2,2,1,23,20,2,1
2819,1,2,1,2,1,6,9,2,1
2820,2,1,2,1,2,0,22,1,1
2821,1,1,1,2,2,22,4,1,1
2822,1,1,2,1,2,18,21,1,1
2823,2,2,1,1,1,3,6,2,2
2824,1,1,2,2,2,9,6,2,1
2825,2,2,2,2,1,2,3,1,2
2826,2,1,1,1,1,0,2,2,2
2827,1,2,1,1,1,10,26,1,1
2828,1,1,1,1,2,25,21,1,1
2829,2,1,2,1,2,12,9,1,1
2830,2,1,2,1,1,3,2,1,2
2831,1,2,2,2,1,4,16,2,2
2832,2,2,2,2,2,2,10,2,1
2833,2,2,2,2,2,3,8,1,2
2834,1,2,1,2,2,8,4,1,2
2835,1,1,2,2,2,9,1,2,1
2836,1,1,1,2,2,7,7,1,2
2837,1,2,2,1,2,11,5,1,2
2838,1,1,2,2,2,12,2,1,1
2839,2,2,1,1,2,1,9,1,1
2840,2,2,2,2,2,24,5,1,2
2841,2,1,1,1,2,7,2,2,1
2842,2,2,1,2,1,18,3,2,2
2843,2,1,1,2,2,7,23,2,1
2844,1,1,2,1,2,20,5,1,1
2845,2,2,1,1,1,0,1,2,1
2846,2,1,2,1,2,0,1,2,1
2847,1,2,2,2,2,13,15,2,1
2848,2,2,1,2,1,4,3,1,2
2849,2,2,1,1,1,0,2,2,1
2850,1,1,2,2,2,19,3,1,2
2851,2,1,1,2,1,3,11,2,1
2852,1,1,2,1,2,2,13,1,2
2853,2,2,2,2,1,16,18,1,1
2854,1,2,1,1,2,4,19,2,1
2855,2,1,2,2,1,3,2,2,1
2856,2,1,2,1,2,1,4,2,2
2857,2,2,1,2,1,9,2,2,1
2858,1,2,2,1,1,17,14,2,2
2859,2,1,2,1,1,18,7,2,1
2860,1,1,2,2,1,11,20,1,2
2861,2,2,2,1,1,9,11,1,1
2862,1,1,2,1,2,13,1,2,2
2863,1,1,2,2,1,4,1,2,2
2864,2,1,1,1,1,4,10,1,2
2865,1,2,1,2,2,5,7,1,1
2866,2,2,1,2,1,12,7,2,1
2867,1,2,2,1,1,2,3,1,2
2868,2,2,1,1,2,20,8,2,1
2869,2,2,1,2,1,8,4,1,2
2870,2,2,2,1,2,2,2,1,1
2871,1,1,1,1,1,3,8,1,2
2872,1,1,1,2,1,6,10,1,1
2873,1,2,2,1,2,27,21,2,1
2874,1,2,1,2,2,1,6,2,2
2875,1,1,2,1,1,13,10,2,1
2876,2,1,2,1,2,14,25,2,1
2877,1,1,2,1,1,2,2,2,2
2878,2,2,2,2,1,2,9,1,1
2879,1,2,1,2,1,14,3,2,2
2880,1,1,1,1,1,15,10,1,2
2881,1,1,1,1,1,4,4,2,2
2882,1,2,1,1,2,12,12,1,2
2883,2,2,1,2,1,7,4,1,1
2884,2,2,1,1,1,5,17,2,2
2885,1,1,1,2,2,5,4,1,1
2886,1,1,2,2,1,10,15,1,1
2887,1,2,2,2,2,6,4,1,2
2888,1,2,1,2,2,6,18,1,2
2889,2,2,2,2,2,12,12,2,2
2890,2,2,2,2,1,0,2,2,1
2891,2,1,2,2,1,3,11,1,2
2892,1,2,1,2,2,1,7,2,1
2893,2,2,1,1,1,6,5,2,1
2894,1,2,1,1,2,1,7,1,2
2895,2,1,1,1,1,3,1,2,2
2896,2,1,2,2,1,18,6,2,2
2897,1,1,2,2,1,13,0,1,2
2898,2,2,2,1,1,14,8,1,1
2899,2,1,1,2,2,5,9,2,1
2900,1,1,1,2,2,4,7,1,1
2901,1,2,2,1,2,22,9,1,2
2902,2,2,2,2,1,6,9,1,2
2903,2,1,1,1,2,8,8,1,1
2904,2,2,1,1,1,21,11,1,1
2905,1,1,2,2,1,22,18,2,2
2906,1,1,2,2,2,9,17,2,2
2907,1,1,1,1,2,9,19,2,2
2908,1,2,1,1,2,5,8,2,2
2909,1,2,2,2,2,13,14,2,2
2910,2,2,1,1,2,10,13,2,2
2911,2,2,1,2,1,2,6,2,1
2912,1,1,1,2,2,6,1,2,1
2913,2,1,1,2,2,0,3,1,1
2914,2,2,2,2,1,12,11,2,2
2915,1,1,1,1,1,17,25,1,1
2916,1,1,1,1,2,4,7,1,2
2917,2,1,1,2,2,10,10,2,1
2918,1,2,2,2,2,15,16,2,2
2919,1,1,1,2,2,1,5,1,1
2920,2,2,2,1,2,2,1,2,1
2921,1,1,2,1,2,12,20,1,2
2922,2,1,2,2,1,4,0,2,1
2923,1,2,1,1,2,6,3,2,1
2924,2,2,1,1,1,2,5,2,1
2925,1,2,1,1,1,6,9,2,1
2926,2,1,1,2,2,8,12,2,2
2927,2,1,1,2,1,8,3,2,1
2928,2,2,2,2,1,9,4,2,1
2929,2,1,2,2,2,6,2,2,1
2930,1,1,1,1,1,20,2,2,2
2931,2,1,2,2,1,2,7,2,2
2932,1,2,1,1,2,6,11,2,2
2933,2,2,2,1,2,18,20,1,1
2934,2,1,1,1,2,18,21,2,2
2935,1,2,2,1,1,7,3,2,1
2936,2,1,1,1,2,7,7,1,2
2937,1,2,1,2,2,2,0,1,1
2938,2,2,2,1,2,14,3,1,2
2939,1,1,1,2,1,9,10,2,2
2940,2,1,2,1,2,5,4,1,1
2941,1,2,2,1,1,1,2,1,1
2942,1,1,1,2,2,10,7,1,1
2943,2,2,1,1,1,16,23,1,2
2944,2,1,1,1,1,11,9,2,2
2945,1,2,1,2,2,16,17,2,1
2946,2,1,2,2,2,5,4,2,2
2947,2,2,1,1,1,2,3,1,1
2948,2,1,1,2,1,2,8,1,1
2949,2,2,1,2,2,11,1,2,1
2950,1,1,2,1,2,9,4,2,1
2951,2,2,1,1,1,15,15,1,2
2952,1,1,2,2,1,14,23,1,1
2953,2,1,1,2,1,4,10,1,1
2954,2,2,2,2,1,8,7,1,1
2955,1,1,1,2,1,4,6,1,2
2956,2,2,1,1,2,13,4,1,1
2957,2,2,2,1,1,12,12,2,1
2958,2,2,1,2,1,10,2,2,1
2959,1,1,2,2,1,10,4,2,2
2960,1,2,1,1,2,10,5,2,1
2961,1,1,2,2,1,5,1,2,2
2962,2,1,1,2,2,5,9,1,2
2963,2,2,2,2,1,2,1,2,2
2964,1,2,1,1,1,8,6,1,1
2965,1,1,1,2,1,2,8,2,1
2966,2,1,2,2,2,13,11,2,2
2967,2,1,2,2,2,5,3,2,2
2968,1,1,1,1,1,5,9,2,2
2969,1,2,2,1,2,14,3,1,1
2970,1,1,2,1,1,16,9,2,1
2971,1,1,1,1,2,7,10,2,1
2972,1,1,1,2,2,4,11,1,1
2973,2,1,1,1,2,2,0,2,2
2974,2,2,1,1,2,15,8,2,2
2975,1,2,1,2,1,6,15,1,1
2976,1,2,2,2,2,6,1,1,2
2977,2,1,2,1,2,2,1,1,2
2978,2,2,2,1,2,8,3,1,1
2979,2,1,1,2,2,14,6,1,1
2980,2,1,1,2,1,2,15,2,2
2981,2,1,2,2,1,12,11,2,2
2982,2,2,2,2,2,8,19,1,1
2983,1,2,2,2,2,17,21,1,2
2984,1,2,2,2,1,10,7,1,1
2985,1,2,1,2,2,0,8,1,1
2986,2,1,2,1,1,14,9,2,1
2987,2,1,1,2,1,14,21,2,2
2988,1,2,1,1,2,11,9,1,1
2989,1,1,1,2,2,1,4,2,2
2990,1,1,1,1,2,19,2,2,2
2991,2,1,2,2,1,4,4,2,1
2992,1,1,2,1,1,2,9,2,1
2993,1,1,2,1,1,11,1,2,2
2994,1,1,1,2,2,1,6,2,2
2995,1,1,2,1,2,14,3,1,1
2996,2,2,2,2,2,5,1,2,1
2997,1,1,1,2,2,1,0,2,1
2998,1,1,2,2,1,10,10,1,2
2999,1,2,2,2,1,9,28,2,2
3000,1,2,2,1,1,7,6,2,2
3001,2,2,1,1,2,4,8,2,2
3002,2,2,2,1,1,8,10,1,1
3003,1,2,1,1,2,3,24,1,2
3004,1,1,2,2,1,1,17,2,2
3005,2,2,1,2,1,7,2,2,2
3006,1,2,2,2,2,18,12,1,2
3007,1,2,2,1,2,8,7,2,2
3008,1,1,1,1,1,7,7,2,2
3009,1,2,1,1,2,15,11,1,2
3010,2,1,1,1,2,7,1,1,2
3011,2,2,2,2,2,16,7,2,2
3012,2,2,1,1,2,5,4,1,1
3013,1,1,2,1,2,2,11,1,1
3014,1,1,2,2,1,6,3,2,2
3015,2,2,1,1,1,16,3,2,1
3016,2,1,1,2,1,12,9,1,1
3017,1,1,2,1,1,15,25,1,1
3018,1,1,2,2,1,22,22,2,1
3019,2,2,1,2,1,8,8,1,2
3020,1,1,1,1,1,1,7,1,1
3021,1,2,1,1,2,12,7,2,2
3022,2,1,2,2,1,0,27,2,2
3023,2,2,1,1,2,18,27,1,1
3024,1,1,1,2,2,5,7,1,2
3025,1,1,1,2,2,9,5,1,1
3026,1,2,2,2,2,5,3,2,2
3027,1,1,1,1,1,10,9,2,2
3028,2,2,1,2,1,6,7,2,2
3029,2,1,2,1,1,0,3,1,1
3030,1,2,1,1,2,8,3,2,2
3031,2,1,1,2,2,10,11,2,1
3032,1,1,2,2,2,3,11,2,2
3033,1,1,1,1,2,9,16,2,1
3034,1,1,1,1,2,5,2,1,2
3035,1,1,1,2,1,11,10,2,1
3036,1,1,1,2,2,7,1,1,2
3037,2,2,1,1,2,5,4,1,2
3038,2,2,1,1,1,3,11,1,1
3039,2,1,1,1,1,12,5,2,1
3040,1,2,1,2,1,7,20,1,2
3041,1,1,1,2,1,5,4,2,2
3042,2,2,2,2,1,10,12,1,2
3043,1,1,2,2,1,8,11,2,2
3044,1,2,2,1,1,22,21,2,1
3045,2,1,1,2,2,3,5,1,2
3046,1,2,1,1,1,13,5,1,2
3047,1,2,1,2,1,16,17,1,1
3048,2,1,1,1,1,5,3,2,1
3049,2,2,1,2,2,16,11,2,1
3050,2,2,1,1,2,10,17,2,1
3051,2,1,2,2,2,23,18,2,2
3052,1,2,1,1,1,13,3,1,2
3053,2,1,2,2,2,13,3,2,1
3054,2,2,1,2,1,1,1,2,2
3055,2,1,1,1,2,6,13,2,1
3056,1,1,1,1,1,20,1,2,2
3057,1,1,1,1,1,19,20,2,1
3058,1,1,1,2,2,2,14,2,1
3059,1,2,2,1,1,16,26,1,2
3060,2,2,2,1,1,10,2,2,1
3061,1,1,1,1,2,16,2,2,2
3062,1,1,2,2,1,8,6,2,1
3063,1,1,2,1,1,9,7,2,2
3064,2,1,1,1,2,10,12,2,1
3065,2,1,1,1,2,10,6,1,1
3066,1,2,1,1,2,7,1,1,2
3067,2,1,1,2,1,0,1,2,1
3068,1,2,2,1,2,9,8,1,2
3069,2,2,1,1,2,3,9,2,2
3070,2,1,1,1,1,19,17,1,1
3071,1,2,1,2,2,22,23,2,2
3072,2,2,2,1,1,5,1,2,1
3073,1,1,2,2,2,6,5,1,1
3074,2,2,1,2,2,16,11,1,2
3075,1,1,2,2,1,6,7,1,2
3076,2,1,1,2,1,2,0,2,1
3077,2,1,2,2,2,2,7,1,1
3078,1,1,2,1,2,14,1,1,1
3079,1,2,1,2,2,1,12,1,2
3080,2,1,1,2,1,13,1,1,2
3081,1,1,1,1,1,11,6,2,2
3082,1,1,2,2,1,15,3,2,1
3083,1,1,2,2,2,9,3,2,1
3084,1,2,2,2,1,1,7,2,1
3085,1,1,2,2,1,10,1,1,2
3086,2,2,2,2,2,10,16,1,2
3087,2,1,2,1,1,11,7,2,1
3088,2,1,1,1,1,2,17,1,1
3089,2,1,1,2,2,17,15,2,2
3090,2,1,2,2,2,12,6,1,1
3091,1,1,1,1,2,4,4,2,2
3092,2,2,1,2,1,9,9,2,2
3093,2,1,2,2,1,20,25,1,2
3094,1,1,1,1,1,5,2,2,1
3095,1,1,1,2,2,11,13,1,2
3096,1,2,2,2,2,11,14,1,1
3097,2,2,1,2,1,3,1,1,2
3098,2,1,2,2,1,0,11,2,2
3099,1,2,1,1,2,4,6,1,2
3100,1,1,1,1,1,21,3,1,1
3101,1,2,2,1,1,29,18,1,1
3102,1,1,1,1,2,6,24,2,1
3103,1,2,2,2,2,23,19,1,2
3104,2,2,1,2,2,7,2,2,1
3105,2,2,2,1,1,6,2,1,1
3106,1,2,1,1,2,9,4,2,2
3107,2,2,2,2,1,12,13,2,2
3108,1,1,2,1,2,17,20,2,1
3109,2,1,1,2,1,11,1,1,2
3110,1,2,2,2,2,5,20,2,2
3111,2,2,2,1,2,20,16,1,2
3112,1,1,1,2,1,19,8,1,2
3113,2,2,1,2,2,3,0,1,2
3114,1,1,2,1,2,7,10,1,1
3115,2,1,1,1,1,2,6,2,1
3116,1,1,1,2,2,5,15,1,1
3117,2,1,1,1,1,16,5,1,2
3118,2,1,1,2,1,0,3,2,1
3119,2,2,1,1,1,5,16,2,1
3120,1,2,2,2,1,5,2,1,2
3121,1,1,2,2,1,8,4,2,1
3122,2,2,2,1,1,3,5,1,2
3123,1,2,1,2,2,17,23,1,1
3124,1,1,2,2,2,0,9,1,1
3125,1,1,2,2,2,6,12,2,2
3126,1,1,1,1,2,26,12,1,1
3127,2,2,1,2,1,13,6,2,2
3128,1,1,1,2,1,2,4,2,1
3129,2,2,1,2,2,2,9,2,2
3130,1,1,1,1,1,9,6,2,1
3131,1,1,1,1,2,2,1,1,2
3132,2,2,2,1,1,3,3,2,1
3133,1,2,1,2,1,2,4,1,2
3134,2,2,1,1,2,0,5,2,2
3135,1,1,1,2,1,16,9,2,2
3136,1,1,2,1,1,11,2,1,1
3137,1,1,1,1,1,8,17,1,2
3138,2,1,2,2,2,20,13,2,1
3139,1,1,2,2,2,7,8,2,2
3140,1,1,1,2,1,5,3,1,1
3141,2,1,2,1,2,7,20,1,2
3142,1,2,2,1,2,4,8,1,2
3143,2,2,2,2,2,16,19,1,2
3144,1,1,2,1,1,6,3,1,2
3145,2,2,2,2,1,18,4,2,1
3146,2,1,2,2,1,1,8,2,1
3147,2,2,1,2,2,3,0,2,2
3148,1,2,2,2,1,10,13,1,2
3149,1,1,2,2,1,3,8,2,2
3150,2,2,2,2,1,2,2,2,1
3151,1,1,2,1,1,8,22,1,2
3152,2,2,1,1,2,1,3,1,2
3153,2,1,1,1,2,10,9,2,2
3154,2,2,2,1,2,6,14,2,2
3155,2,1,2,2,2,18,7,2,1
3156,1,2,1,1,2,8,7,1,1
3157,2,1,2,1,2,2,15,1,2
3158,1,2,1,2,1,1,2,1,1
3159,1,1,2,1,1,10,11,1,1
3160,1,1,2,1,2,1,2,1,2
3161,1,2,1,1,1,13,7,1,1
3162,2,2,1,2,2,15,3,2,2
3163,2,2,2,2,1,7,7,2,1
3164,1,1,2,1,1,2,22,2,1
3165,2,2,1,1,1,0,18,1,2
3166,1,1,1,2,1,3,14,1,2
3167,2,1,2,2,1,5,13,2,1
3168,2,2,1,2,2,19,10,1,1
3169,2,1,1,2,1,18,10,1,2
3170,2,1,1,2,2,22,4,2,2
3171,2,2,2,2,1,14,12,2,1
3172,1,1,1,1,1,8,4,1,1
3173,1,2,2,1,1,9,11,1,2
3174,2,2,2,2,1,15,9,1,1
3175,2,1,2,2,2,20,17,2,1
3176,2,1,1,1,2,2,5,2,1
3177,2,2,2,1,1,8,16,1,1
3178,1,2,1,2,2,1,1,1,2
3179,1,1,1,2,2,15,3,2,1
3180,2,1,1,1,2,10,7,1,2
3181,1,1,2,1,1,13,8,2,1
3182,1,1,1,2,1,13,21,1,1
3183,1,1,2,1,2,3,12,2,2
3184,2,1,2,1,1,3,3,2,1
3185,1,2,1,1,1,10,0,1,2
3186,1,1,2,1,2,3,11,1,1
3187,1,2,2,1,2,7,3,1,2
3188,1,1,2,1,2,15,1,2,2
3189,1,2,2,2,1,7,10,1,1
3190,2,2,1,2,2,13,9,2,2
3191,1,2,1,2,2,23,4,1,1
3192,1,2,2,2,2,3,5,1,1
3193,1,1,2,2,1,3,14,2,2
3194,2,2,2,1,2,6,30,1,1
3195,1,2,2,2,1,9,1,2,1
3196,2,1,2,1,2,6,5,2,1
3197,2,2,2,2,2,15,9,1,2
3198,2,1,1,1,2,11,5,1,2
3199,2,1,2,2,2,0,7,2,1
3200,1,1,2,1,1,2,2,2,2
3201,1,1,2,2,1,1,4,1,1
3202,1,2,1,1,2,5,14,1,2
3203,2,2,2,1,1,6,2,2,2
3204,2,1,1,2,1,0,8,2,2
3205,2,1,2,1,2,18,11,2,2
3206,2,1,2,2,1,16,15,1,1
3207,2,2,1,1,2,13,2,2,2
3208,1,1,2,2,2,1,9,2,1
3209,2,1,1,1,2,13,12,2,1
3210,1,2,2,1,2,11,4,2,1
3211,1,2,2,2,1,21,26,2,1
3212,2,1,2,2,1,23,24,2,1
3213,2,1,2,2,2,15,17,2,1
3214,1,1,1,1,1,1,6,2,2
3215,1,1,2,2,1,2,7,1,1
3216,2,2,1,2,1,8,5,2,1
3217,1,2,1,1,2,2,1,2,2
3218,2,2,2,1,2,5,3,2,1
3219,1,2,2,1,2,11,4,1,2
3220,1,1,2,2,1,20,8,1,1
3221,2,1,2,2,2,2,15,2,2
3222,2,1,1,2,2,16,10,2,2
3223,2,1,1,1,1,3,7,1,1
3224,1,2,1,2,2,9,7,1,2
3225,2,1,2,2,1,1,5,2,2
3226,2,1,2,2,1,8,0,2,2
3227,2,1,1,1,1,1,2,2,2
3228,1,2,2,2,2,16,7,2,2
3229,2,2,2,2,2,3,2,1,1
3230,2,2,2,1,1,21,3,1,1
3231,1,1,2,2,1,13,5,2,1
3232,2,1,1,1,2,11,5,1,1
3233,1,1,1,2,2,9,5,2,1
3234,1,1,2,1,2,1,8,1,2
3235,2,2,1,2,1,10,16,2,1
3236,1,1,1,2,1,1,3,1,1
3237,1,1,1,2,1,0,5,1,2
3238,2,1,2,2,2,18,15,2,1
3239,1,1,2,1,2,9,3,1,2
3240,1,1,2,2,1,17,13,2,1
3241,1,2,2,1,2,23,1,1,2
3242,1,1,2,1,2,10,12,1,2
3243,2,2,2,1,2,23,1,1,2
3244,2,2,2,1,2,4,4,1,2
3245,1,1,1,2,1,18,14,1,2
3246,1,1,2,2,1,12,21,1,2
3247,1,1,2,1,1,6,9,2,1
3248,2,1,1,2,2,7,13,1,2
3249,1,2,1,2,2,3,13,2,2
3250,2,2,1,1,1,2,3,1,2
3251,1,2,2,2,2,25,17,2,2
3252,2,2,2,2,2,6,10,2,1
3253,1,1,1,1,1,11,17,2,2
3254,2,2,1,1,2,1,9,1,2
3255,1,2,1,2,1,1,15,2,1
3256,1,1,1,2,1,0,12,2,1
3257,1,2,2,1,1,9,16,1,1
3258,1,2,2,1,1,4,3,1,1
3259,1,2,2,2,1,1,26,1,2
3260,2,2,2,1,2,11,2,1,2
3261,2,1,2,2,1,8,1,2,2
3262,1,1,1,1,2,0,3,2,2
3263,2,2,1,2,2,10,2,2,1
3264,1,1,1,1,1,9,1,1,1
3265,1,2,1,1,1,0,24,2,1
3266,1,2,1,2,2,5,2,1,1
3267,1,2,2,2,1,17,26,1,2
3268,2,2,1,1,1,6,1,2,2
3269,2,1,1,1,1,7,10,1,2
3270,2,2,1,2,2,2,0,2,1
3271,2,1,1,2,2,7,5,2,1
3272,2,1,1,2,1,1,4,2,2
3273,2,2,2,2,2,12,3,1,2
3274,1,2,2,2,2,2,0,2,1
3275,2,2,1,2,2,13,0,2,1
3276,1,1,2,2,2,13,17,1,1
3277,2,2,1,2,1,4,2,2,1
3278,1,2,1,1,1,5,5,2,2
3279,1,1,1,2,1,28,21,1,1
3280,2,2,1,2,1,21,17,2,1
3281,2,2,2,1,2,9,21,2,2
3282,1,2,2,2,1,2,3,2,2
3283,2,1,2,2,2,6,3,2,1
3284,2,2,1,2,1,7,2,1,2
3285,2,2,2,2,2,5,18,1,1
3286,1,2,2,2,2,5,11,1,1
3287,2,2,1,2,2,3,8,2,1
3288,1,1,2,1,2,10,13,2,2
3289,1,2,2,1,2,1,16,2,2
3290,2,2,2,1,1,15,31,1,1
3291,2,2,1,2,2,13,13,2,1
3292,1,1,1,1,2,14,13,2,2
3293,2,1,2,2,1,0,3,2,1
3294,2,1,1,1,1,12,15,2,1
3295,1,2,1,2,2,3,3,1,2
3296,1,2,1,2,1,4,10,1,2
3297,1,2,1,1,1,12,9,2,2
3298,1,1,1,1,2,12,5,2,1
3299,1,1,1,2,1,1,3,2,1
3300,1,1,2,1,2,6,1,1,1
3301,1,2,1,2,1,0,1,2,2
3302,2,1,2,1,2,3,12,2,2
3303,2,2,2,1,2,6,23,1,2
3304,2,2,2,2,1,3,19,2,2
3305,2,1,1,1,2,2,3,1,1
3306,1,1,1,2,1,3,6,1,2
3307,2,1,1,1,1,19,26,2,2
3308,2,2,2,1,1,10,3,1,1
3309,1,2,1,2,1,2,4,2,1
3310,2,2,1,1,2,19,12,2,1
3311,1,2,2,2,1,3,2,2,1
3312,1,1,2,1,2,13,8,1,1
3313,1,2,2,2,2,6,9,2,2
3314,1,1,1,2,1,7,9,1,1
3315,2,1,1,1,2,14,2,1,2
3316,2,1,1,1,2,11,2,2,2
3317,1,2,1,2,2,22,10,1,1
3318,1,1,1,1,1,1,19,2,2
3319,2,1,1,1,1,7,22,1,2
3320,2,1,2,1,2,9,1,2,1
3321,2,1,1,1,2,8,6,1,1
3322,2,1,2,1,2,5,7,2,1
3323,2,2,1,2,2,4,8,1,1
3324,2,1,1,1,1,17,22,2,2
3325,2,1,1,1,2,3,6,2,2
3326,2,2,1,1,1,7,13,1,1
3327,2,2,2,2,2,11,9,1,1
3328,2,1,1,1,1,3,10,2,1
3329,2,1,2,2,2,32,14,1,2
3330,1,2,2,1,1,4,3,2,2
3331,1,2,1,1,1,7,11,2,1
3332,1,1,1,2,2,1,4,2,1
3333,1,2,2,1,1,3,13,1,1
3334,2,1,1,1,1,10,8,2,1
3335,1,2,1,1,2,2,16,1,2
3336,1,2,2,2,1,15,1,1,2
3337,2,1,1,1,2,10,8,2,1
3338,1,2,2,2,1,6,5,2,2
3339,2,2,2,2,2,19,23,2,2
3340,2,2,1,1,2,4,1,2,2
3341,1,1,2,2,2,17,10,2,1
3342,2,2,2,2,1,11,3,2,1
3343,1,1,1,1,2,12,10,1,2
3344,2,2,1,1,2,4,4,1,2
3345,1,2,2,2,1,14,19,1,1
3346,2,1,1,1,1,10,24,1,1
3347,2,1,1,2,1,9,9,2,1
3348,1,1,1,1,1,11,18,2,2
3349,2,2,2,1,1,5,11,2,1
3350,2,1,2,2,2,13,11,2,2
3351,1,1,1,1,2,0,5,1,1
3352,2,1,1,2,1,0,1,2,1
3353,1,1,1,1,2,13,4,1,1
3354,2,1,1,2,2,18,23,2,2
3355,1,1,2,1,1,22,22,1,2
3356,2,1,1,2,2,9,2,2,1
3357,2,1,1,2,2,7,0,2,2
3358,1,2,1,1,2,13,17,2,2
3359,2,2,1,1,2,3,2,1,2
3360,2,2,1,1,1,16,19,1,1
3361,2,2,2,2,2,10,4,2,1
3362,2,2,2,2,2,9,13,2,1
3363,2,1,2,1,2,24,12,2,2
3364,2,2,1,2,2,12,8,1,1
3365,1,2,1,1,2,8,3,1,2
3366,1,2,2,1,2,15,11,2,1
3367,2,2,1,2,2,12,19,2,1
3368,2,2,2,1,2,10,27,2,1
3369,2,1,2,1,1,6,4,1,1
3370,2,2,2,1,1,18,35,2,2
3371,1,2,2,2,1,1,1,2,1
